route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
313,32.5,47.5,7,0,0
313,32.5,50.0,8,0,0
313,35.0,35.0,1,11385,1
313,35.0,37.5,2,2101,1
313,35.0,40.0,3,63,1
313,35.0,42.5,4,63,1
313,35.0,45.0,5,63,1
313,35.0,47.5,6,63,1
313,35.0,50.0,7,0,0
313,37.5,37.5,1,2101,1
313,37.5,40.0,2,63,1
313,37.5,42.5,3,63,1
313,37.5,45.0,4,63,1
313,37.5,47.5,5,63,1
313,37.5,50.0,6,0,0
313,40.0,40.0,1,63,1
313,40.0,42.5,2,63,1
313,40.0,45.0,3,63,1
313,40.0,47.5,4,63,1
313,40.0,50.0,5,0,0
313,42.5,42.5,1,1275,1
313,42.5,45.0,2,1275,1
313,42.5,47.5,3,1275,1
313,42.5,50.0,4,0,0
313,45.0,45.0,1,7689,1
313,45.0,47.5,2,7689,1
313,45.0,50.0,3,0,0
313,47.5,47.5,1,18675,1
313,47.5,50.0,2,0,0
313,50.0,50.0,1,451,1
314,20.0,20.0,1,3075,1
314,20.0,22.5,2,0,0
314,20.0,25.0,3,0,0
314,20.0,27.5,4,0,0
314,20.0,30.0,5,0,0
314,20.0,32.5,6,0,0
314,20.0,35.0,7,0,0
314,20.0,37.5,8,0,0
314,20.0,40.0,9,0,0
314,20.0,42.5,10,0,0
314,20.0,45.0,11,0,0
314,20.0,47.5,12,0,0
314,20.0,50.0,13,0,0
314,22.5,22.5,1,17073,1
314,22.5,25.0,2,11,1
314,22.5,27.5,3,11,1
314,22.5,30.0,4,0,0
314,22.5,32.5,5,0,0
314,22.5,35.0,6,0,0
314,22.5,37.5,7,0,0
314,22.5,40.0,8,0,0
314,22.5,42.5,9,0,0
314,22.5,45.0,10,0,0
314,22.5,47.5,11,0,0
314,22.5,50.0,12,0,0
314,25.0,25.0,1,11,1
314,25.0,27.5,2,11,1
314,25.0,30.0,3,0,0
314,25.0,32.5,4,0,0
314,25.0,35.0,5,0,0
314,25.0,37.5,6,0,0
314,25.0,40.0,7,0,0
314,25.0,42.5,8,0,0
314,25.0,45.0,9,0,0
314,25.0,47.5,10,0,0
314,25.0,50.0,11,0,0
314,27.5,27.5,1,10519,1
314,27.5,30.0,2,0,0
314,27.5,32.5,3,0,0
314,27.5,35.0,4,0,0
314,27.5,37.5,5,0,0
314,27.5,40.0,6,0,0
314,27.5,42.5,7,0,0
314,27.5,45.0,8,0,0
314,27.5,47.5,9,0,0
314,27.5,50.0,10,0,0
314,30.0,30.0,1,3157,1
314,30.0,32.5,2,441,1
314,30.0,35.0,3,189,1
314,30.0,37.5,4,21,1
314,30.0,40.0,5,21,1
314,30.0,42.5,6,0,0
314,30.0,45.0,7,0,0
314,30.0,47.5,8,0,0
314,30.0,50.0,9,0,0
314,32.5,32.5,1,819,1
314,32.5,35.0,2,351,1
314,32.5,37.5,3,39,1
314,32.5,40.0,4,39,1
314,32.5,42.5,5,0,0
314,32.5,45.0,6,0,0
314,32.5,47.5,7,0,0
314,32.5,50.0,8,0,0
314,35.0,35.0,1,1035,1
314,35.0,37.5,2,115,1
314,35.0,40.0,3,115,1
314,35.0,42.5,4,0,0
314,35.0,45.0,5,0,0
314,35.0,47.5,6,0,0
314,35.0,50.0,7,0,0
314,37.5,37.5,1,363,1
314,37.5,40.0,2,363,1
314,37.5,42.5,3,0,0
314,37.5,45.0,4,0,0
314,37.5,47.5,5,0,0
314,37.5,50.0,6,0,0
314,40.0,40.0,1,6937,1
314,40.0,42.5,2,0,0
314,40.0,45.0,3,0,0
314,40.0,47.5,4,0,0
314,40.0,50.0,5,0,0
314,42.5,42.5,1,9555,1
314,42.5,45.0,2,8775,1
314,42.5,47.5,3,8385,1
314,42.5,50.0,4,7995,1
314,45.0,45.0,1,21997,1
314,45.0,47.5,2,21025,1
314,45.0,50.0,3,20049,1
314,47.5,47.5,1,36425,1
314,47.5,50.0,2,34779,1
314,50.0,50.0,1,96320,1
321,20.0,20.0,1,3075,1
321,20.0,22.5,2,0,0
321,20.0,25.0,3,0,0
321,20.0,27.5,4,0,0
321,20.0,30.0,5,0,0
321,20.0,32.5,6,0,0
321,20.0,35.0,7,0,0
321,20.0,37.5,8,0,0
321,20.0,40.0,9,0,0
321,20.0,42.5,10,0,0
321,20.0,45.0,11,0,0
321,20.0,47.5,12,0,0
321,20.0,50.0,13,0,0
321,22.5,22.5,1,22673,1
321,22.5,25.0,2,231,1
321,22.5,27.5,3,231,1
321,22.5,30.0,4,0,0
321,22.5,32.5,5,0,0
321,22.5,35.0,6,0,0
321,22.5,37.5,7,0,0
321,22.5,40.0,8,0,0
321,22.5,42.5,9,0,0
321,22.5,45.0,10,0,0
321,22.5,47.5,11,0,0
321,22.5,50.0,12,0,0
321,25.0,25.0,1,231,1
321,25.0,27.5,2,231,1
321,25.0,30.0,3,0,0
321,25.0,32.5,4,0,0
321,25.0,35.0,5,0,0
321,25.0,37.5,6,0,0
321,25.0,40.0,7,0,0
321,25.0,42.5,8,0,0
321,25.0,45.0,9,0,0
321,25.0,47.5,10,0,0
321,25.0,50.0,11,0,0
321,27.5,27.5,1,16229,1
321,27.5,30.0,2,0,0
321,27.5,32.5,3,0,0
321,27.5,35.0,4,0,0
321,27.5,37.5,5,0,0
321,27.5,40.0,6,0,0
321,27.5,42.5,7,0,0
321,27.5,45.0,8,0,0
321,27.5,47.5,9,0,0
321,27.5,50.0,10,0,0
321,30.0,30.0,1,861,1
321,30.0,32.5,2,483,1
321,30.0,35.0,3,273,1
321,30.0,37.5,4,63,1
321,30.0,40.0,5,63,1
321,30.0,42.5,6,63,1
321,30.0,45.0,7,0,0
321,30.0,47.5,8,0,0
321,30.0,50.0,9,0,0
321,32.5,32.5,1,897,1
321,32.5,35.0,2,507,1
321,32.5,37.5,3,117,1
321,32.5,40.0,4,117,1
321,32.5,42.5,5,117,1
321,32.5,45.0,6,0,0
321,32.5,47.5,7,0,0
321,32.5,50.0,8,0,0
321,35.0,35.0,1,2223,1
321,35.0,37.5,2,513,1
321,35.0,40.0,3,513,1
321,35.0,42.5,4,513,1
321,35.0,45.0,5,0,0
321,35.0,47.5,6,0,0
321,35.0,50.0,7,0,0
321,37.5,37.5,1,897,1
321,37.5,40.0,2,897,1
321,37.5,42.5,3,897,1
