route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
333,35.0,45.0,5,3,1
333,37.5,45.0,4,9,1
333,35.0,42.5,4,3,1
333,40.0,45.0,3,315,1
333,37.5,42.5,3,9,1
333,35.0,40.0,3,3,1
333,22.5,25.0,2,2471,1
333,42.5,45.0,2,2175,1
333,47.5,50.0,2,341,1
333,40.0,42.5,2,315,1
333,30.0,32.5,2,18,1
333,35.0,37.5,2,11,1
333,37.5,40.0,2,9,1
333,20.0,20.0,1,23125,1
333,25.0,25.0,1,21871,1
333,45.0,45.0,1,13145,1
333,47.5,47.5,1,3225,1
333,22.5,22.5,1,2541,1
333,42.5,42.5,1,2175,1
333,30.0,30.0,1,1794,1
333,27.5,27.5,1,1215,1
333,50.0,50.0,1,341,1
333,40.0,40.0,1,315,1
333,35.0,35.0,1,229,1
333,32.5,32.5,1,42,1
333,37.5,37.5,1,33,1
