,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,23125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,7371.0,3271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,3271.0,4851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.0,0.0,45.0,31.0,19.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,31.0,2821.0,1729.0,819.0,91.0,637.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,0.0,19.0,1729.0,6441.0,3051.0,339.0,2373.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,9.0,819.0,3051.0,5679.0,631.0,4417.0,0.0,0.0,0.0,0.0
37.5,0.0,0.0,0.0,1.0,91.0,339.0,631.0,899.0,899.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,7.0,637.0,2373.0,4417.0,899.0,15795.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21925.0,20255.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20255.0,74520.0,19425.0,11935.0
47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19425.0,20535.0,12617.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11935.0,12617.0,31031.0
