,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,1575.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,525.0,13525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,16212.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.0,0.0,5603.0,147.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,147.0,147.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,0.0,411.0,63.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,8.0,0.0,0.0,0.0,9933.0,819.0,63.0,1461.0,3399.0,5159.0,6691.0
37.5,0.0,0.0,0.0,0.0,0.0,0.0,819.0,819.0,63.0,339.0,639.0,757.0,811.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0,1461.0,339.0,63.0,2101.0,2101.0,2101.0,2101.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,3399.0,639.0,63.0,2101.0,9537.0,9537.0,9537.0
47.5,0.0,0.0,0.0,0.0,0.0,0.0,5159.0,757.0,63.0,2101.0,9537.0,22905.0,22905.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,6691.0,811.0,63.0,2101.0,9537.0,22905.0,41991.0
