,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,2640.0,0.0,0.0,0.0,0.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,4851.0,1389.0,4331.0,4683.0,4831.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.0,1389.0,1749.0,1749.0,1749.0,1749.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,4331.0,1749.0,15559.0,15559.0,15559.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,4683.0,1749.0,15559.0,35693.0,35693.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,1530.0,4831.0,1749.0,15559.0,35693.0,64225.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17061.0,15609.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15609.0,26445.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12654.0,8562.0,6876.0,6198.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8562.0,14025.0,11081.0,9393.0
47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6876.0,11081.0,16433.0,13697.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6198.0,9393.0,13697.0,21681.0
