scenario,slot_code,link_id,V_link_kmh_mean,V_link_kmh_std,TTT_sec_mean,TTT_sec_std,flow_veh_mean,flow_veh_std,n_runs,hhmm
no06,0630,533967_00280_11490_0,52.21858683319713,0.20469588668271868,1127.9705,10.86670698921584,139.6,1.1876558069531262,20,06:30
no06,0630,533967_00280_11490_1,49.59377307375818,0.2594193755341719,616.8475000000001,29.10436933647053,72.45,3.546310165435854,20,06:30
no06,0630,533967_00280_13214_0,45.41698714505616,0.06673584296509563,763.538,40.859313516659,69.35,3.717313687682489,20,06:30
no06,0630,533967_00280_13214_1,50.409669115279385,0.20445215028933295,1599.5145,16.86025987032042,140.95,1.2343760409722455,20,06:30
no06,0630,533967_00285_11494_0,50.199738097347044,1.086452796303594,78.7045,10.670654532777954,17.8,2.307881233831949,20,06:30
no06,0630,533967_00285_11494_1,44.28,0.0,201.0,3.4792618696922912,40.2,0.6958523739384582,20,06:30
no06,0630,533967_00285_11497_0,51.980132601502056,0.31378294872299234,400.258,11.716160049939129,39.8,1.1050125029061646,20,06:30
no06,0630,533967_00285_11497_1,49.357607975935586,0.44749395057034075,188.898,23.64860107134413,17.85,2.2542357790099103,20,06:30
no06,0630,533967_00319_00539_0,30.114082988305608,2.62837238932667,1063.4495000000002,109.82234891309452,60.55,2.7620549177054854,20,06:30
no06,0630,533967_00319_00539_1,25.61509363183622,1.1393671517794333,1935.7064999999998,157.5915365171687,94.3,4.341961720115386,20,06:30
no06,0630,533967_00319_01435_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00319_01435_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00319_11518_0,29.973735319592397,0.03249759503810317,2743.186,127.35665999984383,94.3,4.341961720115386,20,06:30
no06,0630,533967_00319_11518_1,34.03035729413945,2.6286058195043918,1598.4685,150.433898170207,61.8,1.9894458366193593,20,06:30
no06,0630,533967_00319_87770_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00319_87770_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00532_00534_0,29.90176726828242,2.0886280349465376,4074.8445,318.5270940054022,124.55,2.7620549177054827,20,06:30
no06,0630,533967_00532_00534_1,26.36214919957222,1.0480651323048324,2630.8509999999997,171.73011717900795,71.05,3.3791154245795725,20,06:30
no06,0630,533967_00532_01530_0,47.25790432132219,0.5208585010663682,459.367,33.134983754652,41.35,2.8887258163600893,20,06:30
no06,0630,533967_00532_01530_1,15.834319661135074,4.012118179364705,584.8425,116.52134003217927,17.0,2.3395906074624073,20,06:30
no06,0630,533967_00532_11490_0,48.001177351778324,0.24387348624578334,1572.501,64.22452039525086,73.8,2.9841687549290405,20,06:30
no06,0630,533967_00532_11490_1,24.460591068374193,1.5694660491329553,5703.786,379.35791110770333,136.35,1.460893742308384,20,06:30
no06,0630,533967_00532_11497_0,45.47147672042356,1.0333625097944736,126.04950000000001,15.655541300799944,17.85,2.2542357790099103,20,06:30
no06,0630,533967_00532_11497_1,8.604731681941447,0.8810619501912046,1412.0505,167.67141015673295,37.1,1.7441631985447625,20,06:30
no06,0630,533967_00533_11502_0,33.13340522286395,0.6925884982367103,10.841578947368422,3.918356037305406,1.7,0.7326950970650465,20,06:30
no06,0630,533967_00533_11502_1,45.41782387741958,0.6017608773215211,365.28049999999996,5.223462730290795,60.55,0.6863327411532592,20,06:30
no06,0630,533967_00533_11503_0,30.433603872588662,0.03688902945598479,1173.193,42.35642349843699,53.15,1.8994459025837276,20,06:30
no06,0630,533967_00533_11503_1,31.91478896103896,0.36370129870129814,28.9375,10.452870419171951,1.1,0.7181848464596078,20,06:30
no06,0630,533967_00533_11505_0,30.2921253480278,0.14776092426379486,177.898,47.32548869266962,6.8,1.7947291248483563,20,06:30
no06,0630,533967_00533_11505_1,30.347189485689334,0.2709909045473137,41.999,18.09699041568136,1.6,0.6805570473787205,20,06:30
no06,0630,533967_00534_00766_0,29.391514505281776,2.447136783036672,5942.475,739.4923921995768,117.25,5.3888286003741594,20,06:30
no06,0630,533967_00534_00766_1,32.425735400688765,2.8870923220080296,1461.94,178.9864073051359,31.95,3.268268493769815,20,06:30
no06,0630,533967_00534_11504_0,30.835392857142864,1.0058477934923717,15.8125,6.2313053742106606,1.25,0.8506963092234006,20,06:30
no06,0630,533967_00534_11504_1,7.932572681468346,0.6075668022596646,1834.247,171.72953036985996,46.1,2.712543960351999,20,06:30
no06,0630,533967_00535_00538_0,16.612345249475023,1.0019752143207215,2078.1490000000003,181.74407338197776,59.0,4.052289801035823,20,06:30
no06,0630,533967_00535_00538_1,15.045088396002432,1.570010474084489,571.7375,84.71360959914168,13.65,1.6630662866176469,20,06:30
no06,0630,533967_00535_00609_0,29.975909827798073,0.036160955947142234,4276.892,147.2739232858283,69.5,2.3730948037043165,20,06:30
no06,0630,533967_00535_00609_1,18.623524673796066,1.2920088741662523,8777.435000000001,848.7752400246768,87.75,4.191156102280638,20,06:30
no06,0630,533967_00535_11512_0,43.94692782100645,0.4588873666795506,303.91999999999996,24.65293747843833,25.6,2.0365088806711915,20,06:30
no06,0630,533967_00535_11512_1,14.112298866962183,0.9963552291327018,4191.5805,390.2822521211918,111.95,3.6197557347074367,20,06:30
no06,0630,533967_00535_14018_0,42.35524431384237,0.5204130940337515,953.997,39.98201676017014,85.6,3.346640106136304,20,06:30
no06,0630,533967_00535_14018_1,13.454974756159677,1.5650018964132117,1557.4434999999999,182.03757834362253,43.65,1.2680278927697533,20,06:30
no06,0630,533967_00536_11512_0,30.118221835072404,0.1715926201275659,1661.536,22.868653194872856,118.1,1.55258697527368,20,06:30
no06,0630,533967_00536_11512_1,43.283843359993924,0.2155813441646278,203.727,17.134880430525946,25.2,2.1175954586076604,20,06:30
no06,0630,533967_00538_00539_0,22.658666554747278,0.7223109405154368,5143.1655,237.30511096310263,119.45,3.332061160745311,20,06:30
no06,0630,533967_00538_00539_1,25.52228782634062,2.3193410246809716,1747.628,157.20426774038125,45.4,2.1126187291456158,20,06:30
no06,0630,533967_00538_11513_0,46.764636375750776,0.6885661391599196,928.425,55.54439897860753,47.0,2.8837110593268895,20,06:30
no06,0630,533967_00538_11513_1,7.888991139429605,1.183377627407817,10970.515,1465.7504916361377,91.8,2.7644357947251934,20,06:30
no06,0630,533967_00539_11517_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00539_11517_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00605_01530_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00605_01530_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00605_72276_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00605_72276_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00608_00609_0,67.13541026383032,1.4161685008988247,302.4495,7.264843588710014,90.35,0.9333020044867283,20,06:30
no06,0630,533967_00608_00609_1,30.021003592814374,0.013400340310668923,342.2855,12.444262882316915,68.45,2.4809802816416626,20,06:30
no06,0630,533967_00609_11505_0,29.62259945141691,0.24899911707665348,55.701,22.67362504390462,1.75,0.7163503994113789,20,06:30
no06,0630,533967_00609_11505_1,29.590734763102848,0.11905508187379697,210.10099999999997,61.97689696041667,6.6,1.9574419397183715,20,06:30
no06,0630,533967_00693_01661_0,26.372099601440162,1.5086124940103716,2455.6945,136.35879642654064,89.5,0.8885233166386354,20,06:30
no06,0630,533967_00695_11518_0,50.95549116441132,0.14985862456374996,1128.328,15.39121061549502,65.75,0.910465468000326,20,06:30
no06,0630,533967_00695_11518_1,28.847825048078413,0.03831445356152179,2431.7835,111.33620417810866,87.7,4.053588403793412,20,06:30
no06,0630,533967_00766_11513_0,29.456844265104877,6.230963053832159,5263.2155,1288.1348970159388,107.55,2.892367451359564,20,06:30
no06,0630,533967_00766_11513_1,30.745615892821366,2.0155105366833532,2028.7814999999998,202.6304386204756,45.25,3.537394223823074,20,06:30
no06,0630,533967_00766_14156_0,47.34261818386561,1.4017388208502808,511.04499999999996,73.68635998180682,14.9,2.074912807299318,20,06:30
no06,0630,533967_00766_14156_1,29.322562018447826,2.5510879877067127,1058.6985,150.36340474698375,18.9,2.2219005615155596,20,06:30
no06,0630,533967_00818_01603_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00818_01603_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00933_00943_0,54.50047005697168,0.452004761810911,441.687,8.089170863763353,87.4,1.2732056517228247,20,06:30
no06,0630,533967_00933_00944_1,49.28041356197846,0.6378816417337537,222.86700000000002,20.408208642602606,34.35,3.09966042282733,20,06:30
no06,0630,533967_00933_14152_0,45.811421446384045,0.050785422487173264,412.44899999999996,37.126137749711134,34.35,3.09966042282733,20,06:30
no06,0630,533967_00933_14152_1,51.35383904927384,0.08287543778303609,1054.975,14.673460288633544,87.75,1.2085223687584232,20,06:30
no06,0630,533967_00938_00939_0,21.103781204887557,2.283882147953739,880.992,103.53565292868164,24.55,0.5104177855340404,20,06:30
no06,0630,533967_00938_00939_1,46.204179502961644,0.4327580042624215,612.3095000000001,36.07632296512785,36.7,2.079979756986515,20,06:30
no06,0630,533967_00938_01409_1,53.1809254541959,0.41932655291281196,99.896,1.9230852404678418,24.8,0.41039134083406176,20,06:30
no06,0630,533967_00938_01417_0,50.28550848649534,0.5489780420957059,149.5285,8.896535265868511,36.7,2.079979756986515,20,06:30
no06,0630,533967_00939_00940_0,39.95836999033971,2.7772445069494576,55.3135,5.208511530986664,13.25,0.716350399411379,20,06:30
no06,0630,533967_00939_00940_1,40.01121305983463,6.284307626428851,56.391,11.782415041515316,12.65,1.8715318802914815,20,06:30
no06,0630,533967_00939_01421_1,24.39408989484025,3.8430675849108398,790.491,119.96296691281987,28.0,2.8097574347450824,20,06:30
no06,0630,533967_00940_13718_0,38.98214152256104,0.48215672609280263,1525.6219999999998,95.3118607850869,60.85,3.5433406776507868,20,06:30
no06,0630,533967_00943_01268_0,46.9611478680854,0.11785052922123364,775.087,14.425326448919465,86.05,1.6375527311718623,20,06:30
no06,0630,533967_00944_13715_1,51.89683128260391,1.0974088830737805,120.01399999999998,9.433988049934966,35.95,2.6847522673129656,20,06:30
no06,0630,533967_00949_14017_0,51.212034823972644,0.17534671237500288,637.7729999999999,12.027589380910483,45.25,0.8506963092234013,20,06:30
no06,0630,533967_00949_14017_1,46.41683669660633,0.04688892195184542,1103.0520000000001,44.30139698403248,78.75,3.160196529531535,20,06:30
no06,0630,533967_00976_12969_0,53.360030510585304,0.044584912064442456,238.045,4.427007424529813,29.75,0.5501196042201805,20,06:30
no06,0630,533967_00976_12969_1,35.530743115904706,0.1311266887001211,634.737,55.32341943422096,64.45,5.614595640874445,20,06:30
no06,0630,533967_00978_01607_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00978_01607_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_00978_12969_0,39.96825620372063,0.0999490321534846,867.4245000000001,70.64547793290397,66.05,5.355518550744497,20,06:30
no06,0630,533967_00978_12969_1,52.46359847382399,0.1894409979296738,295.5395,6.706014955168778,29.5,0.6882472016116855,20,06:30
no06,0630,533967_00978_87768_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_00978_87768_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01268_13716_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01268_13716_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01269_13715_0,48.49473510258154,0.47053508384355514,239.51349999999996,16.62426295160813,36.25,2.5105042479444983,20,06:30
no06,0630,533967_01405_01406_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01405_01406_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01406_01408_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01406_01408_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01406_01644_0,49.76388109978888,0.6699158951153209,286.3455,31.962548557071564,27.15,2.888725816360089,20,06:30
no06,0630,533967_01407_01408_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01407_01408_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01408_01644_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01408_01644_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01408_13716_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01408_13716_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01409_01410_1,58.909170126625895,0.32399015494221434,62.5495,13.190076602866029,10.4,2.1860803664140653,20,06:30
no06,0630,533967_01409_01417_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01410_01417_1,50.83458423025685,0.16139414938494112,220.65749999999997,12.497958938625892,36.7,2.079979756986515,20,06:30
no06,0630,533967_01412_01413_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01412_01414_1,55.71704719997556,0.3031910075752706,224.6145,27.40481449730282,24.85,3.0482954684803594,20,06:30
no06,0630,533967_01413_01414_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01418_01419_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01418_01419_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01418_01420_1,44.77525021166359,0.8671066757197353,396.5835,27.660767442829847,37.55,2.480980281641661,20,06:30
no06,0630,533967_01418_01421_0,20.02921536444403,0.3409930227104176,65.16777777777777,29.813827931812323,2.6,1.5355437918998287,20,06:30
no06,0630,533967_01418_01421_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01419_01420_0,11.902539439693703,1.17955934053104,520.5925,102.24856276817732,12.75,1.9967078166980659,20,06:30
no06,0630,533967_01419_01425_1,20.405132197645045,2.0684914092047406,396.9575,85.83545248874366,12.75,1.9967078166980659,20,06:30
no06,0630,533967_01419_01608_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01419_01608_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01420_01654_0,12.834055306865377,1.2575512053791729,703.0475,163.089581256663,11.1,2.291862033139728,20,06:30
no06,0630,533967_01420_01654_1,22.840812739260052,1.6435710631034661,1351.2705,125.2974160894159,37.55,2.480980281641661,20,06:30
no06,0630,533967_01424_01425_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01424_01425_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01424_01604_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01424_01604_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01424_01605_0,,,,,0.0,0.0,20,06:30
no06,0630,533967_01424_01605_1,,,,,0.0,0.0,20,06:30
no06,0630,533967_01530_13891_0,49.01372081892411,0.3968127711875831,357.5415,25.56692111941355,41.25,2.9177316351468727,20,06:30
